drive_id,drive_start,drive_end
2019_09_DET_OAK_14,Punt,Punt
2019_09_DET_OAK_15,Punt,Punt
2019_09_DET_OAK_16,Punt,Punt
2019_09_DET_OAK_17,Punt,Touchdown
2019_09_DET_OAK_18,Kickoff,Touchdown
2019_09_DET_OAK_19,Kickoff,Turnover
2019_09_GB_LAC_1,Kickoff,Field Goal
2019_09_GB_LAC_2,Kickoff,Punt
2019_09_GB_LAC_3,Punt,Field Goal
2019_09_GB_LAC_4,Kickoff,Punt
2019_09_GB_LAC_5,Punt,Punt
2019_09_GB_LAC_6,Punt,Punt
2019_09_GB_LAC_7,Punt,Field Goal
2019_09_GB_LAC_8,Kickoff,Punt
2019_09_GB_LAC_9,Punt,Field Goal
2019_09_GB_LAC_10,Kickoff,Punt
2019_09_GB_LAC_11,Punt,Touchdown
2019_09_GB_LAC_12,Kickoff,Field Goal
2019_09_GB_LAC_13,Kickoff,Touchdown
2019_09_GB_LAC_14,Kickoff,Touchdown
2019_09_GB_LAC_15,Kickoff,Field Goal
2019_09_HOU_JAX_1,Kickoff,Field Goal
2019_09_HOU_JAX_2,Kickoff,Punt
2019_09_HOU_JAX_3,Punt,Punt
2019_09_HOU_JAX_4,Punt,Punt
2019_09_HOU_JAX_5,Punt,Touchdown
2019_09_HOU_JAX_6,Kickoff,Field Goal
2019_09_HOU_JAX_7,Kickoff,Field Goal
2019_09_HOU_JAX_9,Kickoff,Turnover
2019_09_HOU_JAX_10,Fumble,Field Goal
2019_09_HOU_JAX_11,Kickoff,Punt
2019_09_HOU_JAX_12,Punt,Touchdown
2019_09_HOU_JAX_13,Kickoff,Turnover
2019_09_HOU_JAX_14,Fumble,Punt
2019_09_HOU_JAX_15,Punt,Turnover
2019_09_HOU_JAX_16,Interception,Turnover
2019_09_HOU_JAX_18,Interception,Touchdown
2019_09_HOU_JAX_19,Kickoff,Turnover
2019_09_HOU_JAX_20,Fumble,Punt
2019_09_HOU_JAX_21,Punt,Turnover
2019_09_IND_PIT_1,Kickoff,Turnover
2019_09_IND_PIT_2,Interception,Field Goal
2019_09_IND_PIT_3,Kickoff,Field Goal
2019_09_IND_PIT_4,Kickoff,Touchdown
2019_09_IND_PIT_5,Kickoff,Turnover
2019_09_IND_PIT_7,Kickoff,Touchdown
2019_09_IND_PIT_8,Kickoff,Field Goal
2019_09_IND_PIT_9,Kickoff,Turnover
2019_09_IND_PIT_10,Fumble,Touchdown
2019_09_IND_PIT_11,Kickoff,Punt
2019_09_IND_PIT_14,Kickoff,Field Goal
2019_09_IND_PIT_15,Kickoff,Punt
2019_09_IND_PIT_16,Punt,Turnover
2019_09_IND_PIT_17,Fumble,Touchdown
2019_09_IND_PIT_18,Kickoff,Field Goal
2019_09_IND_PIT_19,Kickoff,Punt
2019_09_IND_PIT_20,Punt,Punt
2019_09_IND_PIT_21,Punt,Field Goal
2019_09_MIN_KC_1,Kickoff,Punt
2019_09_MIN_KC_2,Punt,Punt
2019_09_MIN_KC_3,Punt,Punt
2019_09_MIN_KC_4,Punt,Touchdown
2019_09_MIN_KC_5,Kickoff,Touchdown
2019_09_MIN_KC_6,Kickoff,Punt
2019_09_MIN_KC_7,Punt,Punt
2019_09_MIN_KC_8,Punt,Field Goal
2019_09_MIN_KC_9,Kickoff,Punt
2019_09_MIN_KC_10,Punt,Punt
2019_09_MIN_KC_11,Punt,Field Goal
2019_09_MIN_KC_14,Kickoff,Touchdown
2019_09_MIN_KC_15,Kickoff,Punt
2019_09_MIN_KC_16,Punt,Punt
2019_09_MIN_KC_17,Punt,Touchdown
2019_09_MIN_KC_18,Kickoff,Punt
2019_09_MIN_KC_19,Punt,Field Goal
2019_09_MIN_KC_20,Kickoff,Touchdown
2019_09_MIN_KC_21,Kickoff,Punt
2019_09_MIN_KC_22,Punt,Punt
2019_09_MIN_KC_23,Punt,Field Goal
2019_09_MIN_KC_24,Kickoff,Punt
2019_09_MIN_KC_25,Punt,Field Goal
2019_09_NE_BAL_1,Kickoff,Touchdown
2019_09_NE_BAL_2,Kickoff,Punt
2019_09_NE_BAL_3,Punt,Field Goal
2019_09_NE_BAL_4,Kickoff,Punt
2019_09_NE_BAL_5,Punt,Touchdown
2019_09_NE_BAL_6,Kickoff,Punt
2019_09_NE_BAL_7,Punt,Touchdown
2019_09_NE_BAL_8,Kickoff,Punt
2019_09_NE_BAL_9,Punt,Punt
2019_09_NE_BAL_10,Punt,Turnover
2019_09_NE_BAL_11,Fumble,Field Goal
2019_09_NE_BAL_12,Kickoff,Punt
2019_09_NE_BAL_13,Punt,Field Goal
2019_09_NE_BAL_16,Kickoff,Touchdown
2019_09_NE_BAL_17,Kickoff,Touchdown
2019_09_NE_BAL_18,Kickoff,Turnover
2019_09_NE_BAL_19,Interception,Touchdown
2019_09_NE_BAL_20,Kickoff,Punt
2019_09_NYJ_MIA_1,Kickoff,Touchdown
2019_09_NYJ_MIA_2,Kickoff,Punt
2019_09_NYJ_MIA_3,Punt,Field Goal
2019_09_NYJ_MIA_5,Kickoff,Punt
2019_09_NYJ_MIA_6,Punt,Touchdown
2019_09_NYJ_MIA_7,Kickoff,Punt
2019_09_NYJ_MIA_8,Punt,Touchdown
2019_09_NYJ_MIA_9,Kickoff,Turnover
2019_09_NYJ_MIA_11,Kickoff,Field Goal
2019_09_NYJ_MIA_13,Kickoff,Field Goal
2019_09_NYJ_MIA_15,Kickoff,Field Goal
2019_09_NYJ_MIA_16,Kickoff,Punt
2019_09_NYJ_MIA_17,Punt,Punt
2019_09_NYJ_MIA_18,Punt,Punt
2019_09_NYJ_MIA_19,Punt,Punt
2019_09_NYJ_MIA_21,Kickoff,Punt
2019_09_NYJ_MIA_22,Punt,Field Goal
2019_09_SF_ARI_1,Kickoff,Touchdown
2019_09_SF_ARI_2,Kickoff,Punt
2019_09_SF_ARI_3,Punt,Punt
2019_09_SF_ARI_4,Punt,Punt
2019_09_SF_ARI_5,Punt,Punt
2019_09_SF_ARI_6,Punt,Touchdown
2019_09_SF_ARI_7,Kickoff,Punt
2019_09_SF_ARI_8,Punt,Touchdown
2019_09_SF_ARI_9,Kickoff,Punt
2019_09_SF_ARI_10,Punt,Touchdown
2019_09_SF_ARI_11,Kickoff,Punt
2019_09_SF_ARI_12,Punt,Touchdown
2019_09_SF_ARI_13,Kickoff,Touchdown
2019_09_SF_ARI_14,Kickoff,Punt
2019_09_SF_ARI_15,Punt,Punt
2019_09_SF_ARI_16,Punt,Field Goal
2019_09_SF_ARI_17,Kickoff,Punt
2019_09_SF_ARI_18,Punt,Touchdown
2019_09_TB_SEA_1,Kickoff,Touchdown
2019_09_TB_SEA_2,Kickoff,Touchdown
2019_09_TB_SEA_3,Kickoff,Punt
2019_09_TB_SEA_4,Punt,Punt
2019_09_TB_SEA_5,Punt,Touchdown
2019_09_TB_SEA_6,Kickoff,Field Goal
2019_09_TB_SEA_8,Kickoff,Punt
2019_09_TB_SEA_9,Punt,Punt
2019_09_TB_SEA_10,Punt,Touchdown
2019_09_TB_SEA_11,Kickoff,Field Goal
2019_09_TB_SEA_12,Kickoff,Punt
2019_09_TB_SEA_13,Punt,Punt
2019_09_TB_SEA_14,Punt,Touchdown
2019_09_TB_SEA_15,Kickoff,Field Goal
2019_09_TB_SEA_16,Kickoff,Field Goal
2019_09_TB_SEA_17,Kickoff,Punt
2019_09_TB_SEA_18,Punt,Turnover
2019_09_TB_SEA_19,Fumble,Turnover
2019_09_TB_SEA_20,Fumble,Field Goal
2019_09_TB_SEA_21,Kickoff,Field Goal
2019_09_TB_SEA_22,Kickoff,Touchdown
2019_09_TB_SEA_23,Kickoff,Touchdown
2019_09_TB_SEA_24,Kickoff,Field Goal
2019_09_TB_SEA_25,Kickoff,Touchdown
2019_09_TEN_CAR_1,Kickoff,Punt
2019_09_TEN_CAR_2,Punt,Field Goal
2019_09_TEN_CAR_4,Interception,Punt
2019_09_TEN_CAR_5,Punt,Field Goal
2019_09_TEN_CAR_6,Kickoff,Turnover
2019_09_TEN_CAR_7,Fumble,Punt
2019_09_TEN_CAR_8,Punt,Turnover
2019_09_TEN_CAR_9,Interception,Touchdown
2019_09_TEN_CAR_10,Kickoff,Punt
2019_09_TEN_CAR_11,Punt,Touchdown
2019_09_TEN_CAR_12,Kickoff,Field Goal
2019_09_TEN_CAR_13,Kickoff,Touchdown
2019_09_TEN_CAR_14,Kickoff,Touchdown
2019_09_TEN_CAR_15,Kickoff,Punt
2019_09_TEN_CAR_16,Punt,Punt
2019_09_TEN_CAR_17,Punt,Touchdown
2019_09_TEN_CAR_18,Kickoff,Touchdown
2019_09_TEN_CAR_19,Kickoff,Turnover
2019_09_TEN_CAR_20,Interception,Field Goal
2019_09_TEN_CAR_22,Kickoff,Punt
2019_09_TEN_CAR_23,Punt,Field Goal
2019_09_WAS_BUF_1,Kickoff,Punt
2019_09_WAS_BUF_2,Punt,Touchdown
2019_09_WAS_BUF_3,Kickoff,Punt
2019_09_WAS_BUF_4,Punt,Field Goal
2019_09_WAS_BUF_5,Kickoff,Field Goal
2019_09_WAS_BUF_6,Kickoff,Touchdown
2019_09_WAS_BUF_7,Kickoff,Field Goal
2019_09_WAS_BUF_9,Kickoff,Turnover
2019_09_WAS_BUF_10,Fumble,Punt
2019_09_WAS_BUF_11,Punt,Punt
2019_09_WAS_BUF_12,Punt,Field Goal
2019_09_WAS_BUF_13,Kickoff,Punt
2019_09_WAS_BUF_14,Punt,Punt
2019_09_WAS_BUF_15,Punt,Punt
2019_09_WAS_BUF_16,Punt,Punt
2019_09_WAS_BUF_17,Punt,Touchdown
2019_09_WAS_BUF_18,Kickoff,Turnover
2019_10_ARI_TB_1,Kickoff,Turnover
2019_10_ARI_TB_2,Interception,Field Goal
2019_10_ARI_TB_3,Kickoff,Touchdown
2019_10_ARI_TB_4,Kickoff,Field Goal
2019_10_ARI_TB_5,Kickoff,Field Goal
2019_10_ARI_TB_6,Kickoff,Punt
2019_10_ARI_TB_7,Punt,Punt
2019_10_ARI_TB_8,Punt,Punt
2019_10_ARI_TB_9,Punt,Punt
2019_10_ARI_TB_10,Punt,Touchdown
2019_10_ARI_TB_11,Kickoff,Touchdown
2019_10_ARI_TB_13,Kickoff,Turnover
2019_10_ARI_TB_14,Fumble,Field Goal
2019_10_ARI_TB_15,Kickoff,Touchdown
2019_10_ARI_TB_16,Kickoff,Punt
2019_10_ARI_TB_17,Punt,Punt
2019_10_ARI_TB_18,Punt,Turnover
2019_10_ARI_TB_19,Interception,Turnover
2019_10_ARI_TB_20,Fumble,Field Goal
2019_10_ARI_TB_21,Kickoff,Touchdown
2019_10_ARI_TB_22,Kickoff,Turnover
2019_10_ARI_TB_23,Fumble,Turnover
2019_10_ARI_TB_24,Interception,Touchdown
2019_10_ATL_NO_1,Kickoff,Field Goal
2019_10_ATL_NO_2,Kickoff,Field Goal
2019_10_ATL_NO_3,Kickoff,Touchdown
2019_10_ATL_NO_4,Kickoff,Punt
2019_10_ATL_NO_5,Punt,Punt
2019_10_ATL_NO_6,Punt,Punt
2019_10_ATL_NO_7,Punt,Field Goal
2019_10_ATL_NO_8,Kickoff,Field Goal
2019_10_ATL_NO_9,Kickoff,Punt
2019_10_ATL_NO_10,Punt,Punt
2019_10_ATL_NO_11,Punt,Field Goal
2019_10_ATL_NO_12,Kickoff,Touchdown
2019_10_ATL_NO_13,Kickoff,Punt
2019_10_ATL_NO_14,Punt,Field Goal
2019_10_ATL_NO_15,Kickoff,Turnover
2019_10_ATL_NO_16,Fumble,Turnover
2019_10_ATL_NO_17,Interception,Turnover
2019_10_ATL_NO_18,Fumble,Field Goal
2019_10_ATL_NO_19,Kickoff,Turnover
2019_10_BAL_CIN_1,Kickoff,Touchdown
2019_10_BAL_CIN_2,Kickoff,Punt
2019_10_BAL_CIN_3,Punt,Touchdown
2019_10_BAL_CIN_4,Kickoff,Field Goal
2019_10_BAL_CIN_5,Kickoff,Touchdown
2019_10_BAL_CIN_7,NA,Touchdown
2019_10_BAL_CIN_9,NA,Turnover
2019_10_BAL_CIN_10,Fumble,Touchdown
2019_10_BAL_CIN_11,Kickoff,Turnover
2019_10_BAL_CIN_12,Fumble,Touchdown
2019_10_BAL_CIN_14,Kickoff,Turnover
2019_10_BAL_CIN_15,Fumble,Turnover
2019_10_BAL_CIN_16,Interception,Field Goal
2019_10_BAL_CIN_17,Kickoff,Punt
2019_10_BUF_CLE_1,Kickoff,Touchdown
2019_10_BUF_CLE_2,Kickoff,Turnover
2019_10_BUF_CLE_3,Fumble,Turnover
2019_10_BUF_CLE_4,Fumble,Punt
2019_10_BUF_CLE_5,Punt,Punt
2019_10_BUF_CLE_6,Punt,Touchdown
2019_10_BUF_CLE_7,Kickoff,Field Goal
2019_10_BUF_CLE_8,Kickoff,Field Goal
2019_10_BUF_CLE_10,Kickoff,Punt
2019_10_BUF_CLE_12,Kickoff,Punt
2019_10_BUF_CLE_13,Punt,Field Goal
2019_10_BUF_CLE_14,Kickoff,Turnover
2019_10_BUF_CLE_15,Fumble,Punt
2019_10_BUF_CLE_16,Punt,Punt
2019_10_BUF_CLE_17,Punt,Punt
2019_10_BUF_CLE_18,Punt,Touchdown
2019_10_BUF_CLE_19,Kickoff,Touchdown
2019_10_BUF_CLE_20,Kickoff,Field Goal
2019_10_CAR_GB_1,Kickoff,Punt
2019_10_CAR_GB_2,Punt,Punt
2019_10_CAR_GB_3,Punt,Touchdown
2019_10_CAR_GB_4,Kickoff,Touchdown
2019_10_CAR_GB_5,Kickoff,Field Goal
2019_10_CAR_GB_6,Kickoff,Punt
2019_10_CAR_GB_7,Punt,Turnover
2019_10_CAR_GB_8,Fumble,Touchdown
2019_10_CAR_GB_9,Kickoff,Punt
2019_10_CAR_GB_11,Kickoff,Touchdown
2019_10_CAR_GB_12,Kickoff,Turnover
2019_10_CAR_GB_13,Interception,Field Goal
2019_10_CAR_GB_14,Kickoff,Touchdown
2019_10_CAR_GB_15,Kickoff,Punt
2019_10_CAR_GB_16,Punt,Punt
2019_10_CAR_GB_17,Punt,Punt
2019_10_DET_CHI_1,Kickoff,Field Goal
2019_10_DET_CHI_2,Kickoff,Punt
2019_10_DET_CHI_3,Punt,Punt
2019_10_DET_CHI_4,Punt,Punt
2019_10_DET_CHI_5,Punt,Punt
2019_10_DET_CHI_6,Punt,Punt
2019_10_DET_CHI_7,Punt,Punt
2019_10_DET_CHI_8,Punt,Punt
2019_10_DET_CHI_9,Punt,Field Goal
2019_10_DET_CHI_10,Kickoff,Touchdown
2019_10_DET_CHI_12,Kickoff,Touchdown
2019_10_DET_CHI_13,Kickoff,Turnover
2019_10_DET_CHI_14,Interception,Touchdown
2019_10_DET_CHI_15,Kickoff,Punt
2019_10_DET_CHI_16,Punt,Punt
2019_10_DET_CHI_17,Punt,Punt
2019_10_DET_CHI_18,Punt,Punt
2019_10_DET_CHI_19,Punt,Punt
2019_10_DET_CHI_20,Punt,Punt
2019_10_DET_CHI_21,Punt,Touchdown
2019_10_DET_CHI_22,Kickoff,Punt
2019_10_DET_CHI_23,Punt,Turnover
2019_10_DET_CHI_24,Fumble,Punt
2019_10_DET_CHI_25,Punt,Turnover
2019_10_KC_TEN_1,Kickoff,Touchdown
2019_10_KC_TEN_2,Kickoff,Turnover
2019_10_KC_TEN_3,Fumble,Field Goal
2019_10_KC_TEN_4,Kickoff,Punt
2019_10_KC_TEN_5,Punt,Punt
2019_10_KC_TEN_6,Punt,Touchdown
2019_10_KC_TEN_8,Kickoff,Field Goal
2019_10_KC_TEN_9,Kickoff,Punt
2019_10_KC_TEN_11,Kickoff,Punt
2019_10_KC_TEN_12,Punt,Touchdown
2019_10_KC_TEN_13,Kickoff,Touchdown
2019_10_KC_TEN_14,Kickoff,Field Goal
2019_10_KC_TEN_15,Kickoff,Punt
2019_10_KC_TEN_16,Punt,Touchdown
2019_10_KC_TEN_17,Kickoff,Touchdown
2019_10_KC_TEN_18,Kickoff,Field Goal
2019_10_KC_TEN_19,Kickoff,Turnover
2019_10_KC_TEN_20,Fumble,Turnover
2019_10_KC_TEN_21,Fumble,Touchdown
2019_10_KC_TEN_22,Kickoff,Field Goal
2019_10_LA_PIT_2,Kickoff,Punt
2019_10_LA_PIT_3,Punt,Punt
2019_10_LA_PIT_4,Punt,Punt
2019_10_LA_PIT_5,Punt,Punt
2019_10_LA_PIT_6,Punt,Touchdown
2019_10_LA_PIT_7,Kickoff,Punt
2019_10_LA_PIT_8,Punt,Punt
2019_10_LA_PIT_9,Punt,Punt
2019_10_LA_PIT_10,Punt,Punt
2019_10_LA_PIT_11,Punt,Punt
2019_10_LA_PIT_12,Punt,Turnover
2019_10_LA_PIT_14,Kickoff,Punt
2019_10_LA_PIT_15,Punt,Punt
2019_10_LA_PIT_16,Punt,Field Goal
2019_10_LA_PIT_17,Kickoff,Turnover
2019_10_LA_PIT_18,Interception,Punt
2019_10_LA_PIT_19,Punt,Turnover
2019_10_LA_PIT_20,Interception,Punt
2019_10_LA_PIT_21,Punt,Field Goal
2019_10_LA_PIT_22,Kickoff,Punt
2019_10_LA_PIT_23,Punt,Punt
2019_10_LA_PIT_25,Kickoff,Punt
2019_10_LA_PIT_26,Punt,Field Goal
2019_10_LA_PIT_27,Kickoff,Turnover
2019_10_LA_PIT_28,Fumble,Punt
2019_10_LA_PIT_29,Punt,Turnover
2019_10_LAC_OAK_1,Kickoff,Turnover
2019_10_LAC_OAK_2,Interception,Field Goal
2019_10_LAC_OAK_4,Kickoff,Punt
2019_10_LAC_OAK_5,Punt,Punt
2019_10_LAC_OAK_6,Punt,Touchdown
2019_10_LAC_OAK_7,Kickoff,Punt
2019_10_LAC_OAK_8,Punt,Touchdown
2019_10_LAC_OAK_9,Kickoff,Touchdown
2019_10_LAC_OAK_11,Kickoff,Field Goal
2019_10_LAC_OAK_12,Kickoff,Punt
2019_10_LAC_OAK_13,Punt,Field Goal
2019_10_LAC_OAK_15,Punt,Punt
2019_10_LAC_OAK_16,Punt,Field Goal
2019_10_LAC_OAK_17,Kickoff,Punt
2019_10_LAC_OAK_18,Punt,Touchdown
2019_10_LAC_OAK_19,Kickoff,Touchdown
2019_10_LAC_OAK_20,Kickoff,Turnover
2019_10_MIA_IND_1,Kickoff,Turnover
2019_10_MIA_IND_2,Fumble,Turnover
2019_10_MIA_IND_3,Interception,Field Goal
2019_10_MIA_IND_4,Kickoff,Punt
2019_10_MIA_IND_5,Punt,Turnover
2019_10_MIA_IND_6,Fumble,Punt
2019_10_MIA_IND_7,Punt,Punt
2019_10_MIA_IND_8,Punt,Turnover
2019_10_MIA_IND_9,Fumble,Punt
2019_10_MIA_IND_11,Interception,Touchdown
2019_10_MIA_IND_12,Kickoff,Punt
2019_10_MIA_IND_13,Punt,Punt
2019_10_MIA_IND_15,Kickoff,Punt
2019_10_MIA_IND_16,Punt,Punt
2019_10_MIA_IND_17,Punt,Field Goal
2019_10_MIA_IND_18,Kickoff,Punt
2019_10_MIA_IND_19,Punt,Field Goal
2019_10_MIA_IND_20,Kickoff,Turnover
2019_10_MIA_IND_21,Interception,Touchdown
2019_10_MIA_IND_22,Kickoff,Field Goal
2019_10_MIA_IND_24,Interception,Field Goal
2019_10_MIA_IND_25,Kickoff,Turnover
2019_10_MIN_DAL_1,Kickoff,Field Goal
2019_10_MIN_DAL_3,Kickoff,Punt
2019_10_MIN_DAL_4,Punt,Touchdown
2019_10_MIN_DAL_5,Kickoff,Punt
2019_10_MIN_DAL_6,Punt,Punt
2019_10_MIN_DAL_7,Punt,Touchdown
2019_10_MIN_DAL_8,Kickoff,Punt
2019_10_MIN_DAL_9,Punt,Touchdown
2019_10_MIN_DAL_10,Kickoff,Field Goal
2019_10_MIN_DAL_11,Kickoff,Field Goal
2019_10_MIN_DAL_12,Kickoff,Touchdown
2019_10_MIN_DAL_13,Kickoff,Touchdown
2019_10_MIN_DAL_14,Kickoff,Field Goal
2019_10_MIN_DAL_15,Kickoff,Punt
2019_10_MIN_DAL_16,Punt,Turnover
2019_10_MIN_DAL_17,Fumble,Punt
2019_10_MIN_DAL_18,Punt,Turnover
2019_10_NYG_NYJ_1,Kickoff,Touchdown
2019_10_NYG_NYJ_2,Kickoff,Punt
2019_10_NYG_NYJ_3,Punt,Touchdown
2019_10_NYG_NYJ_4,Kickoff,Touchdown
2019_10_NYG_NYJ_5,Kickoff,Punt
2019_10_NYG_NYJ_6,Punt,Touchdown
2019_10_NYG_NYJ_7,Kickoff,Punt
2019_10_NYG_NYJ_8,Punt,Turnover
2019_10_NYG_NYJ_9,Fumble,Field Goal
2019_10_NYG_NYJ_13,Kickoff,Touchdown
2019_10_NYG_NYJ_14,Kickoff,Punt
2019_10_NYG_NYJ_15,Punt,Touchdown
2019_10_NYG_NYJ_16,Kickoff,Field Goal
2019_10_NYG_NYJ_17,Kickoff,Punt
2019_10_NYG_NYJ_18,Punt,Touchdown
2019_10_NYG_NYJ_19,Kickoff,Punt
2019_10_NYG_NYJ_20,Punt,Field Goal
2019_10_NYG_NYJ_21,Kickoff,Punt
2019_10_NYG_NYJ_22,Punt,Punt
2019_10_NYG_NYJ_23,Punt,Punt
2019_10_NYG_NYJ_24,Punt,Punt
2019_10_NYG_NYJ_25,Punt,Turnover
2019_10_SEA_SF_1,Kickoff,Field Goal
2019_10_SEA_SF_2,Kickoff,Punt
2019_10_SEA_SF_3,Punt,Touchdown
2019_10_SEA_SF_4,Kickoff,Punt
2019_10_SEA_SF_5,Punt,Punt
2019_10_SEA_SF_6,Punt,Punt
2019_10_SEA_SF_7,Punt,Punt
2019_10_SEA_SF_8,Punt,Punt
2019_10_SEA_SF_10,Kickoff,Punt
2019_10_SEA_SF_11,Punt,Turnover
2019_10_SEA_SF_13,Kickoff,Turnover
2019_10_SEA_SF_14,Fumble,Turnover
2019_10_SEA_SF_15,Fumble,Punt
2019_10_SEA_SF_16,Punt,Turnover
2019_10_SEA_SF_17,Interception,Touchdown
2019_10_SEA_SF_18,Kickoff,Turnover
2019_10_SEA_SF_19,Fumble,Touchdown
2019_10_SEA_SF_20,Kickoff,Punt
2019_10_SEA_SF_22,Kickoff,Punt
2019_10_SEA_SF_23,Punt,Field Goal
2019_10_SEA_SF_24,Kickoff,Field Goal
2019_10_SEA_SF_25,Kickoff,Field Goal
2019_10_SEA_SF_27,Kickoff,Turnover
2019_10_SEA_SF_28,Interception,Field Goal
2019_10_SEA_SF_30,Punt,Punt
2019_10_SEA_SF_31,Punt,Field Goal
2019_11_ARI_SF_1,Kickoff,Field Goal
2019_11_ARI_SF_2,Kickoff,Punt
2019_11_ARI_SF_3,Punt,Touchdown
2019_11_ARI_SF_4,Kickoff,Turnover
2019_11_ARI_SF_5,Fumble,Punt
2019_11_ARI_SF_6,Punt,Punt
2019_11_ARI_SF_7,Punt,Touchdown
2019_11_ARI_SF_8,Kickoff,Touchdown
2019_11_ARI_SF_9,Kickoff,Punt
2019_11_ARI_SF_10,Punt,Field Goal
2019_11_ARI_SF_11,Kickoff,Touchdown
2019_11_ARI_SF_12,Kickoff,Punt
2019_11_ARI_SF_13,Punt,Turnover
2019_11_ARI_SF_14,Interception,Field Goal
2019_11_ARI_SF_15,Kickoff,Touchdown
2019_11_ARI_SF_16,Kickoff,Touchdown
2019_11_ARI_SF_17,Kickoff,Turnover
2019_11_ARI_SF_18,Interception,Punt
2019_11_ARI_SF_19,Punt,Touchdown
2019_11_ARI_SF_21,Fumble,Turnover
2019_11_ATL_CAR_1,Kickoff,Field Goal
2019_11_ATL_CAR_2,Kickoff,Turnover
2019_11_ATL_CAR_3,Interception,Field Goal
2019_11_ATL_CAR_5,Punt,Punt
2019_11_ATL_CAR_7,Kickoff,Turnover
2019_11_ATL_CAR_8,Interception,Field Goal
2019_11_ATL_CAR_9,Kickoff,Punt
2019_11_ATL_CAR_10,Punt,Touchdown
2019_11_ATL_CAR_11,Kickoff,Turnover
2019_11_ATL_CAR_13,Kickoff,Turnover
2019_11_ATL_CAR_14,Fumble,Touchdown
2019_11_ATL_CAR_15,Kickoff,Turnover
2019_11_ATL_CAR_16,Fumble,Punt
2019_11_ATL_CAR_17,Punt,Field Goal
2019_11_ATL_CAR_18,Kickoff,Field Goal
2019_11_ATL_CAR_19,Kickoff,Turnover
2019_11_ATL_CAR_20,Interception,Punt
2019_11_ATL_CAR_21,Punt,Punt
2019_11_BUF_MIA_1,Kickoff,Field Goal
2019_11_BUF_MIA_2,Kickoff,Punt
2019_11_BUF_MIA_3,Punt,Field Goal
2019_11_BUF_MIA_4,Kickoff,Punt
2019_11_BUF_MIA_5,Punt,Touchdown
2019_11_BUF_MIA_6,Kickoff,Punt
2019_11_BUF_MIA_7,Punt,Field Goal
2019_11_BUF_MIA_8,Kickoff,Punt
2019_11_BUF_MIA_9,Punt,Punt
2019_11_BUF_MIA_10,Punt,Touchdown
2019_11_BUF_MIA_12,Fumble,Touchdown
2019_11_BUF_MIA_14,Kickoff,Punt
2019_11_BUF_MIA_16,Kickoff,Punt
2019_11_BUF_MIA_17,Punt,Touchdown
2019_11_BUF_MIA_18,Kickoff,Punt
2019_11_BUF_MIA_19,Punt,Punt
2019_11_BUF_MIA_20,Punt,Touchdown
2019_11_BUF_MIA_21,Kickoff,Touchdown
2019_11_BUF_MIA_22,Kickoff,Turnover
2019_11_BUF_MIA_23,Fumble,Punt
2019_11_BUF_MIA_24,Punt,Turnover
2019_11_BUF_MIA_25,Fumble,Punt
2019_11_BUF_MIA_26,Punt,Turnover
2019_11_CHI_LA_1,Kickoff,Field Goal
2019_11_CHI_LA_3,Fumble,Turnover
2019_11_CHI_LA_4,Fumble,Turnover
2019_11_CHI_LA_5,Interception,Field Goal
2019_11_CHI_LA_7,Kickoff,Punt
2019_11_CHI_LA_8,Punt,Punt
2019_11_CHI_LA_9,Punt,Turnover
2019_11_CHI_LA_10,Interception,Touchdown
2019_11_CHI_LA_11,Kickoff,Punt
2019_11_CHI_LA_13,Kickoff,Punt
2019_11_CHI_LA_14,Punt,Touchdown
2019_11_CHI_LA_15,Kickoff,Punt
2019_11_CHI_LA_16,Punt,Punt
2019_11_CHI_LA_17,Punt,Punt
2019_11_CHI_LA_18,Punt,Punt
2019_11_CHI_LA_19,Punt,Punt
2019_11_CHI_LA_20,Punt,Punt
2019_11_CHI_LA_21,Punt,Punt
2019_11_CHI_LA_22,Punt,Punt
2019_11_CHI_LA_23,Punt,Touchdown
2019_11_CHI_LA_24,Kickoff,Turnover
2019_11_CIN_OAK_1,Kickoff,Punt
2019_11_CIN_OAK_2,Punt,Turnover
2019_11_CIN_OAK_3,Fumble,Turnover
2019_11_CIN_OAK_4,Fumble,Touchdown
2019_11_CIN_OAK_5,Kickoff,Punt
2019_11_CIN_OAK_6,Punt,Punt
2019_11_CIN_OAK_7,Punt,Touchdown
2019_11_CIN_OAK_8,Kickoff,Punt
2019_11_CIN_OAK_9,Punt,Touchdown
2019_11_CIN_OAK_10,Kickoff,Field Goal
2019_11_CIN_OAK_12,Kickoff,Punt
2019_11_CIN_OAK_13,Punt,Turnover
2019_11_CIN_OAK_14,Interception,Field Goal
2019_11_CIN_OAK_15,Kickoff,Punt
2019_11_CIN_OAK_16,Punt,Punt
2019_11_CIN_OAK_17,Punt,Punt
2019_11_CIN_OAK_18,Punt,Punt
2019_11_CIN_OAK_19,Punt,Field Goal
2019_11_CIN_OAK_20,Kickoff,Turnover
2019_11_CIN_OAK_21,Fumble,Punt
2019_11_CIN_OAK_22,Punt,Turnover
2019_11_DAL_DET_1,Kickoff,Turnover
2019_11_DAL_DET_2,Fumble,Touchdown
2019_11_DAL_DET_3,Kickoff,Punt
2019_11_DAL_DET_4,Punt,Punt
2019_11_DAL_DET_5,Punt,Field Goal
2019_11_DAL_DET_6,Kickoff,Punt
2019_11_DAL_DET_7,Punt,Touchdown
