drive_id,drive_start,drive_end
2016_02_SEA_LA_9,Punt,Field Goal
2016_02_SEA_LA_11,Kickoff,Punt
2016_02_SEA_LA_12,Punt,Punt
2016_02_SEA_LA_13,Punt,Punt
2016_02_SEA_LA_14,Punt,Field Goal
2016_02_SEA_LA_15,Kickoff,Punt
2016_02_SEA_LA_16,Punt,Punt
2016_02_SEA_LA_17,Punt,Punt
2016_02_SEA_LA_18,Punt,Punt
2016_02_SEA_LA_19,Punt,Turnover
2016_02_SF_CAR_1,Kickoff,Turnover
2016_02_SF_CAR_2,Interception,Field Goal
2016_02_SF_CAR_3,Kickoff,Punt
2016_02_SF_CAR_5,Kickoff,Punt
2016_02_SF_CAR_6,Punt,Turnover
2016_02_SF_CAR_7,Fumble,Touchdown
2016_02_SF_CAR_9,Kickoff,Punt
2016_02_SF_CAR_10,Punt,Punt
2016_02_SF_CAR_11,Punt,Punt
2016_02_SF_CAR_12,Punt,Punt
2016_02_SF_CAR_13,Punt,Punt
2016_02_SF_CAR_14,Punt,Field Goal
2016_02_SF_CAR_16,Kickoff,Punt
2016_02_SF_CAR_17,Punt,Touchdown
2016_02_SF_CAR_18,Kickoff,Punt
2016_02_SF_CAR_19,Punt,Touchdown
2016_02_SF_CAR_20,Kickoff,Punt
2016_02_SF_CAR_21,Punt,Turnover
2016_02_SF_CAR_22,Fumble,Field Goal
2016_02_SF_CAR_24,Kickoff,Field Goal
2016_02_SF_CAR_25,Kickoff,Touchdown
2016_02_SF_CAR_26,Kickoff,Field Goal
2016_02_SF_CAR_27,Kickoff,Turnover
2016_02_SF_CAR_28,Interception,Touchdown
2016_02_SF_CAR_29,Kickoff,Turnover
2016_02_SF_CAR_30,Interception,Field Goal
2016_02_TB_ARI_1,Kickoff,Punt
2016_02_TB_ARI_2,Punt,Turnover
2016_02_TB_ARI_3,Interception,Punt
2016_02_TB_ARI_4,Punt,Punt
2016_02_TB_ARI_5,Punt,Touchdown
2016_02_TB_ARI_6,Kickoff,Turnover
2016_02_TB_ARI_7,Interception,Field Goal
2016_02_TB_ARI_8,Kickoff,Punt
2016_02_TB_ARI_9,Punt,Punt
2016_02_TB_ARI_10,Punt,Turnover
2016_02_TB_ARI_11,Fumble,Touchdown
2016_02_TB_ARI_12,Kickoff,Punt
2016_02_TB_ARI_13,Punt,Touchdown
2016_02_TB_ARI_15,Kickoff,Touchdown
2016_02_TB_ARI_16,Kickoff,Field Goal
2016_02_TB_ARI_18,Kickoff,Field Goal
2016_02_TB_ARI_20,Kickoff,Punt
2016_02_TB_ARI_21,Punt,Punt
2016_02_TB_ARI_22,Punt,Punt
2016_02_TB_ARI_23,Punt,Punt
2016_02_TB_ARI_24,Punt,Punt
2016_02_TB_ARI_25,Punt,Punt
2016_02_TB_ARI_26,Punt,Turnover
2016_02_TEN_DET_1,Kickoff,Field Goal
2016_02_TEN_DET_4,Kickoff,Touchdown
2016_02_TEN_DET_5,Kickoff,Field Goal
2016_02_TEN_DET_6,Kickoff,Punt
2016_02_TEN_DET_7,Punt,Punt
2016_02_TEN_DET_8,Punt,Field Goal
2016_02_TEN_DET_9,Kickoff,Punt
2016_02_TEN_DET_11,Kickoff,Punt
2016_02_TEN_DET_12,Punt,Turnover
2016_02_TEN_DET_13,Interception,Field Goal
2016_02_TEN_DET_14,Kickoff,Touchdown
2016_02_TEN_DET_15,Kickoff,Punt
2016_02_TEN_DET_16,Punt,Punt
2016_02_TEN_DET_17,Punt,Punt
2016_02_TEN_DET_18,Punt,Touchdown
2016_02_TEN_DET_19,Kickoff,Turnover
2016_03_ARI_BUF_1,Kickoff,Punt
2016_03_ARI_BUF_2,Punt,Punt
2016_03_ARI_BUF_3,Punt,Punt
2016_03_ARI_BUF_4,Punt,Punt
2016_03_ARI_BUF_5,Punt,Field Goal
2016_03_ARI_BUF_6,Kickoff,Punt
2016_03_ARI_BUF_7,Punt,Touchdown
2016_03_ARI_BUF_8,Kickoff,Punt
2016_03_ARI_BUF_9,Punt,Turnover
2016_03_ARI_BUF_10,Interception,Punt
2016_03_ARI_BUF_11,Punt,Touchdown
2016_03_ARI_BUF_12,Kickoff,Touchdown
2016_03_ARI_BUF_14,Kickoff,Punt
2016_03_ARI_BUF_15,Punt,Touchdown
2016_03_ARI_BUF_17,Kickoff,Touchdown
2016_03_ARI_BUF_18,Kickoff,Punt
2016_03_ARI_BUF_19,Punt,Field Goal
2016_03_ARI_BUF_20,Kickoff,Punt
2016_03_ARI_BUF_21,Punt,Turnover
2016_03_ARI_BUF_22,Interception,Field Goal
2016_03_ARI_BUF_23,Kickoff,Turnover
2016_03_ARI_BUF_25,Kickoff,Turnover
2016_03_ARI_BUF_26,Interception,Punt
2016_03_ARI_BUF_27,Punt,Turnover
2016_03_ATL_NO_1,Kickoff,Touchdown
2016_03_ATL_NO_2,Kickoff,Punt
2016_03_ATL_NO_3,Punt,Touchdown
2016_03_ATL_NO_4,Kickoff,Punt
2016_03_ATL_NO_5,Punt,Touchdown
2016_03_ATL_NO_6,Kickoff,Touchdown
2016_03_ATL_NO_7,Kickoff,Touchdown
2016_03_ATL_NO_8,Kickoff,Punt
2016_03_ATL_NO_9,Punt,Touchdown
2016_03_ATL_NO_10,Kickoff,Field Goal
2016_03_ATL_NO_11,Kickoff,Touchdown
2016_03_ATL_NO_12,Kickoff,Touchdown
2016_03_ATL_NO_13,Kickoff,Field Goal
2016_03_ATL_NO_15,Kickoff,Touchdown
2016_03_ATL_NO_16,Kickoff,Punt
2016_03_ATL_NO_17,Punt,Turnover
2016_03_BAL_JAX_1,Kickoff,Punt
2016_03_BAL_JAX_2,Punt,Punt
2016_03_BAL_JAX_3,Punt,Punt
2016_03_BAL_JAX_4,Punt,Punt
2016_03_BAL_JAX_5,Punt,Punt
2016_03_BAL_JAX_6,Punt,Touchdown
2016_03_BAL_JAX_7,Kickoff,Turnover
2016_03_BAL_JAX_8,Interception,Field Goal
2016_03_BAL_JAX_9,Kickoff,Punt
2016_03_BAL_JAX_10,Punt,Punt
2016_03_BAL_JAX_11,Punt,Touchdown
2016_03_BAL_JAX_12,Kickoff,Field Goal
2016_03_BAL_JAX_13,Kickoff,Field Goal
2016_03_BAL_JAX_14,Kickoff,Touchdown
2016_03_BAL_JAX_15,Kickoff,Punt
2016_03_BAL_JAX_16,Punt,Punt
2016_03_BAL_JAX_17,Punt,Punt
2016_03_BAL_JAX_18,Punt,Punt
2016_03_BAL_JAX_19,Punt,Field Goal
2016_03_BAL_JAX_20,Kickoff,Turnover
2016_03_BAL_JAX_21,Interception,Turnover
2016_03_BAL_JAX_22,Interception,Turnover
2016_03_BAL_JAX_23,Interception,Field Goal
2016_03_BAL_JAX_25,Kickoff,Turnover
2016_03_CHI_DAL_1,Kickoff,Touchdown
2016_03_CHI_DAL_2,Kickoff,Punt
2016_03_CHI_DAL_3,Punt,Field Goal
2016_03_CHI_DAL_4,Kickoff,Punt
2016_03_CHI_DAL_5,Punt,Touchdown
2016_03_CHI_DAL_6,Kickoff,Field Goal
2016_03_CHI_DAL_7,Kickoff,Touchdown
2016_03_CHI_DAL_9,Kickoff,Punt
2016_03_CHI_DAL_10,Punt,Turnover
2016_03_CHI_DAL_11,Fumble,Touchdown
2016_03_CHI_DAL_12,Kickoff,Punt
2016_03_CHI_DAL_13,Punt,Turnover
2016_03_CHI_DAL_14,Fumble,Field Goal
2016_03_CHI_DAL_16,Punt,Touchdown
2016_03_CHI_DAL_17,Kickoff,Touchdown
2016_03_CHI_DAL_18,Kickoff,Punt
2016_03_CHI_DAL_19,Punt,Turnover
2016_03_CHI_DAL_20,Fumble,Punt
2016_03_CLE_MIA_1,Kickoff,Turnover
2016_03_CLE_MIA_2,Interception,Turnover
2016_03_CLE_MIA_3,Fumble,Touchdown
2016_03_CLE_MIA_4,Kickoff,Field Goal
2016_03_CLE_MIA_6,Punt,Field Goal
2016_03_CLE_MIA_7,Kickoff,Punt
2016_03_CLE_MIA_8,Punt,Punt
2016_03_CLE_MIA_10,Kickoff,Field Goal
2016_03_CLE_MIA_11,Kickoff,Field Goal
2016_03_CLE_MIA_13,Kickoff,Field Goal
2016_03_CLE_MIA_15,Kickoff,Punt
2016_03_CLE_MIA_16,Punt,Touchdown
2016_03_CLE_MIA_17,Kickoff,Touchdown
2016_03_CLE_MIA_18,Kickoff,Punt
2016_03_CLE_MIA_19,Punt,Punt
2016_03_CLE_MIA_20,Punt,Punt
2016_03_CLE_MIA_21,Punt,Field Goal
2016_03_CLE_MIA_22,Kickoff,Punt
2016_03_CLE_MIA_23,Punt,Punt
2016_03_CLE_MIA_24,Punt,Turnover
2016_03_CLE_MIA_25,Fumble,Field Goal
2016_03_CLE_MIA_26,Kickoff,Punt
2016_03_CLE_MIA_27,Punt,Punt
2016_03_CLE_MIA_28,Punt,Touchdown
2016_03_DEN_CIN_1,Kickoff,Punt
2016_03_DEN_CIN_2,Punt,Touchdown
2016_03_DEN_CIN_3,Kickoff,Field Goal
2016_03_DEN_CIN_4,Kickoff,Punt
2016_03_DEN_CIN_5,Punt,Punt
2016_03_DEN_CIN_6,Punt,Touchdown
2016_03_DEN_CIN_7,Kickoff,Punt
2016_03_DEN_CIN_8,Punt,Punt
2016_03_DEN_CIN_9,Punt,Touchdown
2016_03_DEN_CIN_10,Kickoff,Touchdown
2016_03_DEN_CIN_12,Kickoff,Punt
2016_03_DEN_CIN_14,Fumble,Punt
2016_03_DEN_CIN_15,Punt,Punt
2016_03_DEN_CIN_16,Punt,Field Goal
2016_03_DEN_CIN_17,Kickoff,Touchdown
2016_03_DEN_CIN_18,Kickoff,Punt
2016_03_DEN_CIN_19,Punt,Touchdown
2016_03_DEN_CIN_21,Interception,Punt
2016_03_DEN_CIN_22,Punt,Turnover
2016_03_DET_GB_1,Kickoff,Touchdown
2016_03_DET_GB_2,Kickoff,Field Goal
2016_03_DET_GB_3,Kickoff,Touchdown
2016_03_DET_GB_4,Kickoff,Punt
2016_03_DET_GB_5,Punt,Touchdown
2016_03_DET_GB_6,Kickoff,Turnover
2016_03_DET_GB_7,Interception,Field Goal
2016_03_DET_GB_8,Kickoff,Field Goal
2016_03_DET_GB_10,Kickoff,Touchdown
2016_03_DET_GB_12,Kickoff,Touchdown
2016_03_DET_GB_13,Kickoff,Field Goal
2016_03_DET_GB_14,Kickoff,Field Goal
2016_03_DET_GB_15,Kickoff,Punt
2016_03_DET_GB_16,Punt,Punt
2016_03_DET_GB_17,Punt,Punt
2016_03_DET_GB_18,Punt,Touchdown
2016_03_HOU_NE_1,Kickoff,Punt
2016_03_HOU_NE_2,Punt,Punt
2016_03_HOU_NE_3,Punt,Punt
2016_03_HOU_NE_4,Punt,Field Goal
2016_03_HOU_NE_7,Kickoff,Turnover
2016_03_HOU_NE_8,Interception,Punt
2016_03_HOU_NE_9,Punt,Punt
2016_03_HOU_NE_10,Punt,Punt
2016_03_HOU_NE_11,Punt,Punt
2016_03_HOU_NE_13,Kickoff,Field Goal
2016_03_HOU_NE_15,Kickoff,Touchdown
2016_03_HOU_NE_16,Kickoff,Punt
2016_03_HOU_NE_17,Punt,Punt
2016_03_HOU_NE_18,Punt,Turnover
2016_03_HOU_NE_19,Fumble,Punt
2016_03_HOU_NE_20,Punt,Punt
2016_03_HOU_NE_21,Punt,Touchdown
2016_03_HOU_NE_22,Kickoff,Turnover
2016_03_HOU_NE_23,Fumble,Punt
2016_03_HOU_NE_24,Punt,Turnover
2016_03_HOU_NE_25,Fumble,Punt
2016_03_LA_TB_1,Kickoff,Touchdown
2016_03_LA_TB_2,Kickoff,Punt
2016_03_LA_TB_4,Kickoff,Punt
2016_03_LA_TB_5,Punt,Punt
2016_03_LA_TB_6,Punt,Field Goal
2016_03_LA_TB_7,Kickoff,Touchdown
2016_03_LA_TB_8,Kickoff,Turnover
2016_03_LA_TB_9,Fumble,Touchdown
2016_03_LA_TB_10,Kickoff,Punt
2016_03_LA_TB_11,Punt,Turnover
2016_03_LA_TB_12,Interception,Touchdown
2016_03_LA_TB_14,Kickoff,Punt
2016_03_LA_TB_15,Punt,Punt
2016_03_LA_TB_16,Punt,Punt
2016_03_LA_TB_17,Punt,Punt
2016_03_LA_TB_18,Punt,Field Goal
2016_03_LA_TB_21,Kickoff,Touchdown
2016_03_LA_TB_22,Kickoff,Touchdown
2016_03_LA_TB_23,Kickoff,Touchdown
2016_03_LA_TB_24,Kickoff,Punt
2016_03_MIN_CAR_1,Kickoff,Field Goal
2016_03_MIN_CAR_2,Kickoff,Punt
2016_03_MIN_CAR_3,Punt,Touchdown
2016_03_MIN_CAR_4,Kickoff,Punt
2016_03_MIN_CAR_6,Kickoff,Punt
2016_03_MIN_CAR_7,Punt,Punt
2016_03_MIN_CAR_8,Punt,Punt
2016_03_MIN_CAR_9,Punt,Field Goal
2016_03_MIN_CAR_12,Kickoff,Turnover
2016_03_MIN_CAR_14,Kickoff,Touchdown
2016_03_MIN_CAR_15,Kickoff,Punt
2016_03_MIN_CAR_16,Punt,Punt
2016_03_MIN_CAR_17,Punt,Turnover
2016_03_MIN_CAR_18,Interception,Field Goal
2016_03_MIN_CAR_19,Kickoff,Punt
2016_03_MIN_CAR_20,Punt,Field Goal
2016_03_MIN_CAR_21,Kickoff,Turnover
2016_03_MIN_CAR_22,Interception,Punt
2016_03_MIN_CAR_23,Punt,Turnover
2016_03_NYJ_KC_1,Kickoff,Punt
2016_03_NYJ_KC_2,Punt,Punt
2016_03_NYJ_KC_3,Punt,Turnover
2016_03_NYJ_KC_4,Interception,Touchdown
2016_03_NYJ_KC_5,Kickoff,Turnover
2016_03_NYJ_KC_6,Fumble,Field Goal
2016_03_NYJ_KC_8,Kickoff,Field Goal
2016_03_NYJ_KC_10,Kickoff,Punt
2016_03_NYJ_KC_11,Punt,Punt
2016_03_NYJ_KC_12,Punt,Turnover
2016_03_NYJ_KC_13,Fumble,Turnover
2016_03_NYJ_KC_14,Interception,Turnover
2016_03_NYJ_KC_15,Fumble,Turnover
2016_03_NYJ_KC_16,Interception,Punt
2016_03_NYJ_KC_17,Punt,Turnover
2016_03_NYJ_KC_18,Interception,Punt
2016_03_NYJ_KC_20,Kickoff,Turnover
2016_03_OAK_TEN_1,Kickoff,Field Goal
2016_03_OAK_TEN_2,Kickoff,Touchdown
2016_03_OAK_TEN_3,Kickoff,Punt
2016_03_OAK_TEN_4,Punt,Punt
2016_03_OAK_TEN_5,Punt,Punt
2016_03_OAK_TEN_6,Punt,Punt
2016_03_OAK_TEN_7,Punt,Turnover
2016_03_OAK_TEN_8,Fumble,Field Goal
2016_03_OAK_TEN_9,Kickoff,Punt
2016_03_OAK_TEN_10,Punt,Touchdown
2016_03_OAK_TEN_11,Kickoff,Turnover
2016_03_OAK_TEN_12,Kickoff,Punt
2016_03_OAK_TEN_13,Punt,Touchdown
2016_03_OAK_TEN_14,Kickoff,Punt
2016_03_OAK_TEN_15,Punt,Punt
2016_03_OAK_TEN_16,Punt,Punt
2016_03_OAK_TEN_17,Punt,Turnover
2016_03_OAK_TEN_18,Interception,Turnover
2016_03_OAK_TEN_19,Interception,Punt
2016_03_OAK_TEN_20,Punt,Punt
2016_03_OAK_TEN_21,Punt,Punt
2016_03_OAK_TEN_22,Punt,Punt
2016_03_OAK_TEN_23,Punt,Turnover
2016_03_PIT_PHI_1,Kickoff,Field Goal
2016_03_PIT_PHI_3,Kickoff,Punt
2016_03_PIT_PHI_4,Punt,Touchdown
2016_03_PIT_PHI_5,Kickoff,Field Goal
2016_03_PIT_PHI_6,Kickoff,Field Goal
2016_03_PIT_PHI_7,Kickoff,Punt
2016_03_PIT_PHI_8,Punt,Punt
2016_03_PIT_PHI_10,Kickoff,Touchdown
2016_03_PIT_PHI_11,Kickoff,Turnover
2016_03_PIT_PHI_12,Fumble,Touchdown
2016_03_PIT_PHI_13,Kickoff,Turnover
2016_03_PIT_PHI_14,Fumble,Touchdown
2016_03_PIT_PHI_15,Kickoff,Punt
2016_03_PIT_PHI_16,Punt,Punt
2016_03_PIT_PHI_17,Punt,Turnover
2016_03_PIT_PHI_18,Fumble,Punt
2016_03_PIT_PHI_19,Punt,Turnover
2016_03_PIT_PHI_20,Interception,Punt
2016_03_SD_IND_1,Kickoff,Field Goal
2016_03_SD_IND_2,Kickoff,Punt
2016_03_SD_IND_3,Punt,Touchdown
2016_03_SD_IND_4,Kickoff,Field Goal
2016_03_SD_IND_6,Interception,Field Goal
2016_03_SD_IND_7,Kickoff,Field Goal
2016_03_SD_IND_8,Kickoff,Turnover
2016_03_SD_IND_11,Kickoff,Touchdown
2016_03_SD_IND_12,Kickoff,Touchdown
2016_03_SD_IND_13,Kickoff,Punt
2016_03_SD_IND_14,Punt,Punt
2016_03_SD_IND_15,Punt,Field Goal
2016_03_SD_IND_16,Kickoff,Punt
2016_03_SD_IND_17,Punt,Punt
2016_03_SD_IND_18,Punt,Touchdown
2016_03_SD_IND_19,Kickoff,Turnover
2016_03_SD_IND_20,Fumble,Punt
2016_03_SF_SEA_1,Kickoff,Touchdown
2016_03_SF_SEA_2,Kickoff,Punt
2016_03_SF_SEA_3,Punt,Touchdown
2016_03_SF_SEA_4,Kickoff,Punt
2016_03_SF_SEA_5,Punt,Punt
2016_03_SF_SEA_6,Punt,Punt
2016_03_SF_SEA_7,Punt,Turnover
2016_03_SF_SEA_8,Fumble,Field Goal
2016_03_SF_SEA_9,Kickoff,Touchdown
2016_03_SF_SEA_10,Kickoff,Field Goal
2016_03_SF_SEA_12,Kickoff,Punt
2016_03_SF_SEA_14,Kickoff,Punt
2016_03_SF_SEA_15,Punt,Punt
2016_03_SF_SEA_16,Punt,Punt
2016_03_SF_SEA_17,Punt,Field Goal
2016_03_SF_SEA_18,Kickoff,Turnover
2016_03_SF_SEA_19,Interception,Field Goal
2016_03_SF_SEA_20,Kickoff,Punt
2016_03_SF_SEA_21,Punt,Touchdown
2016_03_SF_SEA_22,Kickoff,Touchdown
2016_03_SF_SEA_23,Kickoff,Turnover
2016_03_SF_SEA_24,Interception,Touchdown
2016_03_WAS_NYG_1,Kickoff,Punt
2016_03_WAS_NYG_2,Punt,Touchdown
2016_03_WAS_NYG_3,Kickoff,Field Goal
2016_03_WAS_NYG_4,Kickoff,Touchdown
2016_03_WAS_NYG_5,Kickoff,Field Goal
2016_03_WAS_NYG_6,Kickoff,Punt
2016_03_WAS_NYG_7,Punt,Field Goal
2016_03_WAS_NYG_8,Kickoff,Touchdown
2016_03_WAS_NYG_9,Kickoff,Touchdown
2016_03_WAS_NYG_10,Kickoff,Turnover
2016_03_WAS_NYG_12,Kickoff,Punt
2016_03_WAS_NYG_13,Punt,Punt
2016_03_WAS_NYG_14,Punt,Touchdown
2016_03_WAS_NYG_15,Kickoff,Field Goal
2016_03_WAS_NYG_16,Kickoff,Field Goal
2016_03_WAS_NYG_17,Kickoff,Turnover
2016_03_WAS_NYG_18,Interception,Punt
2016_03_WAS_NYG_19,Punt,Field Goal
2016_03_WAS_NYG_20,Kickoff,Field Goal
2016_03_WAS_NYG_21,Kickoff,Turnover
2016_04_BUF_NE_1,Kickoff,Punt
2016_04_BUF_NE_2,Punt,Touchdown
2016_04_BUF_NE_3,Kickoff,Punt
2016_04_BUF_NE_4,Punt,Field Goal
2016_04_BUF_NE_5,Kickoff,Punt
2016_04_BUF_NE_6,Punt,Field Goal
2016_04_BUF_NE_7,Kickoff,Turnover
2016_04_BUF_NE_8,Fumble,Punt
2016_04_BUF_NE_9,Punt,Punt
2016_04_BUF_NE_10,Kickoff,Punt
2016_04_BUF_NE_11,Punt,Field Goal
2016_04_BUF_NE_14,Punt,Field Goal
2016_04_BUF_NE_15,Kickoff,Punt
2016_04_BUF_NE_16,Punt,Punt
2016_04_BUF_NE_17,Punt,Turnover
2016_04_BUF_NE_18,Fumble,Punt
2016_04_CAR_ATL_1,Kickoff,Punt
2016_04_CAR_ATL_2,Punt,Touchdown
2016_04_CAR_ATL_3,Kickoff,Punt
2016_04_CAR_ATL_4,Punt,Touchdown
2016_04_CAR_ATL_5,Kickoff,Punt
2016_04_CAR_ATL_7,Kickoff,Field Goal
2016_04_CAR_ATL_8,Kickoff,Field Goal
2016_04_CAR_ATL_9,Kickoff,Punt
2016_04_CAR_ATL_10,Punt,Punt
2016_04_CAR_ATL_12,Kickoff,Touchdown
2016_04_CAR_ATL_13,Kickoff,Punt
2016_04_CAR_ATL_14,Punt,Touchdown
2016_04_CAR_ATL_15,Kickoff,Punt
2016_04_CAR_ATL_16,Punt,Field Goal
2016_04_CAR_ATL_17,Kickoff,Touchdown
2016_04_CAR_ATL_18,Kickoff,Punt
2016_04_CAR_ATL_19,Punt,Touchdown
2016_04_CAR_ATL_21,Kickoff,Touchdown
2016_04_CAR_ATL_22,Kickoff,Punt
2016_04_CAR_ATL_24,Kickoff,Turnover
2016_04_CLE_WAS_1,Kickoff,Touchdown
2016_04_CLE_WAS_2,Kickoff,Punt
2016_04_CLE_WAS_3,Punt,Touchdown
2016_04_CLE_WAS_4,Kickoff,Touchdown
2016_04_CLE_WAS_6,Interception,Touchdown
2016_04_CLE_WAS_7,Kickoff,Field Goal
2016_04_CLE_WAS_8,Kickoff,Field Goal
2016_04_CLE_WAS_9,Kickoff,Field Goal
2016_04_CLE_WAS_10,Kickoff,Punt
2016_04_CLE_WAS_11,Punt,Turnover
2016_04_CLE_WAS_12,Fumble,Touchdown
2016_04_CLE_WAS_13,Kickoff,Turnover
2016_04_CLE_WAS_14,Fumble,Punt
2016_04_CLE_WAS_15,Punt,Turnover
2016_04_CLE_WAS_16,Interception,Touchdown
2016_04_CLE_WAS_17,Kickoff,Turnover
2016_04_CLE_WAS_18,Fumble,Punt
2016_04_DAL_SF_1,Kickoff,Field Goal
2016_04_DAL_SF_3,Kickoff,Punt
2016_04_DAL_SF_4,Punt,Touchdown
2016_04_DAL_SF_5,Kickoff,Punt
2016_04_DAL_SF_6,Punt,Punt
2016_04_DAL_SF_7,Punt,Touchdown
2016_04_DAL_SF_8,Kickoff,Punt
2016_04_DAL_SF_9,Punt,Touchdown
2016_04_DAL_SF_11,Kickoff,Field Goal
2016_04_DAL_SF_12,Kickoff,Punt
2016_04_DAL_SF_13,Punt,Punt
2016_04_DAL_SF_14,Punt,Touchdown
2016_04_DAL_SF_15,Kickoff,Punt
2016_04_DAL_SF_16,Punt,Punt
2016_04_DAL_SF_18,Interception,Field Goal
2016_04_DAL_SF_19,Kickoff,Turnover
2016_04_DEN_TB_1,Kickoff,Turnover
2016_04_DEN_TB_3,Kickoff,Touchdown
2016_04_DEN_TB_4,Kickoff,Punt
2016_04_DEN_TB_5,Punt,Punt
2016_04_DEN_TB_6,Punt,Punt
2016_04_DEN_TB_7,Punt,Turnover
2016_04_DEN_TB_8,Interception,Touchdown
2016_04_DEN_TB_9,Kickoff,Punt
2016_04_DEN_TB_10,Punt,Punt
2016_04_DEN_TB_11,Punt,Turnover
2016_04_DEN_TB_12,Fumble,Punt
2016_04_DEN_TB_13,Punt,Punt
2016_04_DEN_TB_14,Punt,Field Goal
2016_04_DEN_TB_16,Kickoff,Field Goal
2016_04_DEN_TB_17,Kickoff,Punt
2016_04_DEN_TB_18,Punt,Punt
2016_04_DEN_TB_19,Punt,Punt
2016_04_DEN_TB_20,Punt,Punt
2016_04_DEN_TB_21,Punt,Punt
2016_04_DEN_TB_22,Punt,Touchdown
2016_04_DEN_TB_23,Kickoff,Punt
2016_04_DEN_TB_24,Punt,Punt
2016_04_DEN_TB_25,Punt,Turnover
2016_04_DET_CHI_1,Kickoff,Punt
2016_04_DET_CHI_2,Punt,Punt
2016_04_DET_CHI_3,Punt,Touchdown
2016_04_DET_CHI_4,Kickoff,Punt
2016_04_DET_CHI_5,Punt,Punt
2016_04_DET_CHI_6,Punt,Punt
2016_04_DET_CHI_7,Punt,Punt
2016_04_DET_CHI_8,Punt,Punt
2016_04_DET_CHI_9,Punt,Turnover
2016_04_DET_CHI_10,Fumble,Field Goal
2016_04_DET_CHI_11,Kickoff,Field Goal
2016_04_DET_CHI_14,Kickoff,Field Goal
2016_04_DET_CHI_15,Kickoff,Touchdown
2016_04_DET_CHI_16,Kickoff,Punt
2016_04_DET_CHI_17,Punt,Field Goal
2016_04_DET_CHI_18,Kickoff,Turnover
2016_04_IND_JAX_1,Kickoff,Punt
2016_04_IND_JAX_2,Punt,Punt
2016_04_IND_JAX_3,Punt,Turnover
2016_04_IND_JAX_4,Interception,Touchdown
2016_04_IND_JAX_5,Kickoff,Field Goal
2016_04_IND_JAX_6,Kickoff,Punt
2016_04_IND_JAX_7,Punt,Field Goal
2016_04_IND_JAX_8,Kickoff,Touchdown
2016_04_IND_JAX_9,Kickoff,Punt
2016_04_IND_JAX_10,Punt,Field Goal
2016_04_IND_JAX_11,Kickoff,Field Goal
2016_04_IND_JAX_12,Kickoff,Punt
2016_04_IND_JAX_13,Punt,Field Goal
2016_04_IND_JAX_14,Kickoff,Touchdown
2016_04_IND_JAX_15,Kickoff,Punt
2016_04_IND_JAX_16,Punt,Touchdown
2016_04_IND_JAX_17,Kickoff,Touchdown
2016_04_IND_JAX_18,Kickoff,Touchdown
2016_04_IND_JAX_19,Kickoff,Punt
2016_04_IND_JAX_20,Punt,Turnover
2016_04_IND_JAX_21,Fumble,Punt
2016_04_IND_JAX_22,Punt,Turnover
2016_04_KC_PIT_1,Kickoff,Punt
2016_04_KC_PIT_2,Punt,Punt
2016_04_KC_PIT_4,Fumble,Touchdown
2016_04_KC_PIT_5,Kickoff,Turnover
2016_04_KC_PIT_7,Kickoff,Punt
2016_04_KC_PIT_8,Punt,Touchdown
2016_04_KC_PIT_9,Kickoff,Punt
2016_04_KC_PIT_10,Punt,Punt
2016_04_KC_PIT_11,Punt,Punt
2016_04_KC_PIT_12,Punt,Touchdown
2016_04_KC_PIT_13,Kickoff,Field Goal
2016_04_KC_PIT_15,Kickoff,Touchdown
2016_04_KC_PIT_16,Kickoff,Punt
2016_04_KC_PIT_17,Punt,Punt
2016_04_KC_PIT_18,Punt,Turnover
2016_04_KC_PIT_19,Fumble,Punt
2016_04_KC_PIT_20,Punt,Touchdown
2016_04_KC_PIT_21,Kickoff,Touchdown
2016_04_KC_PIT_22,Kickoff,Punt
2016_04_KC_PIT_23,Punt,Punt
2016_04_KC_PIT_24,Punt,Touchdown
2016_04_LA_ARI_1,Kickoff,Punt
2016_04_LA_ARI_2,Punt,Punt
2016_04_LA_ARI_3,Punt,Punt
2016_04_LA_ARI_4,Punt,Touchdown
2016_04_LA_ARI_5,Kickoff,Field Goal
2016_04_LA_ARI_6,Kickoff,Field Goal
2016_04_LA_ARI_7,Kickoff,Punt
2016_04_LA_ARI_8,Punt,Punt
2016_04_LA_ARI_9,Punt,Turnover
2016_04_LA_ARI_10,Interception,Punt
2016_04_LA_ARI_11,Punt,Touchdown
2016_04_LA_ARI_13,Kickoff,Turnover
2016_04_LA_ARI_14,Fumble,Turnover
2016_04_LA_ARI_15,Fumble,Punt
2016_04_LA_ARI_16,Punt,Field Goal
2016_04_LA_ARI_17,Kickoff,Turnover
2016_04_LA_ARI_18,Fumble,Turnover
2016_04_LA_ARI_19,Fumble,Punt
2016_04_LA_ARI_20,Punt,Punt
2016_04_LA_ARI_21,Punt,Touchdown
2016_04_LA_ARI_22,Kickoff,Turnover
2016_04_LA_ARI_23,Interception,Punt
2016_04_LA_ARI_24,Punt,Turnover
2016_04_MIA_CIN_1,Kickoff,Field Goal
2016_04_MIA_CIN_2,Kickoff,Touchdown
2016_04_MIA_CIN_3,Kickoff,Punt
2016_04_MIA_CIN_4,Punt,Punt
2016_04_MIA_CIN_5,Punt,Touchdown
2016_04_MIA_CIN_6,Kickoff,Punt
2016_04_MIA_CIN_7,Punt,Punt
2016_04_MIA_CIN_8,Punt,Punt
